TID GID GT TTy ReqT TAr TT Res
1	 0	 4	 Q	 0	 0	 1	 S	
2225	 672	 5	 D	 672	 947	 2	 S	 
2226	 841	 2	 P	 841	 841	 109	 A	 
2227	 882	 3	 A	 882	 882	 68	 B	
2228	 945	 1	 D	 945	 947	 3	 S	 
2229	 841	 2	 C	 841	 950	 1	 A	
2230	 882	 3	 C	 882	 950	 1	 B	
2231	 947	 1	 D	 947	 948	 3	 S	 
2232	 950	 1	 C	 950	 950	 2	 A	
2233	 841	 2	 D	 841	 951	 1	 S	 
2234	 951	 1	 C	 951	 951	 2	 A	
2235	 886	 5	 A	 886	 886	 67	 B	
2236	 882	 3	 D	 882	 951	 2	 S	 
2237	 950	 1	 D	 950	 952	 2	 S	 
2238	 887	 3	 A	 887	 887	 68	 B	
2239	 951	 1	 D	 951	 953	 2	 S	 
2240	 843	 2	 P	 843	 843	 113	 A	 
2241	 887	 3	 C	 887	 955	 1	 B	
2242	 680	 5	 Q	 680	 680	 276	 S	
2243	 955	 1	 C	 955	 955	 2	 A	
2244	 843	 2	 C	 843	 956	 1	 B	
2245	 887	 3	 D	 887	 956	 1	 S	 
2246	 956	 1	 C	 956	 956	 2	 A	
2247	 680	 5	 C	 680	 956	 2	 B	
2248	 955	 1	 D	 955	 957	 1	 S	 
2249	 957	 1	 C	 957	 957	 2	 A	
2250	 843	 2	 D	 843	 957	 2	 S	 
2251	 897	 3	 A	 897	 897	 63	 B	
2252	 956	 1	 D	 956	 958	 2	 S	 
2253	 897	 3	 C	 897	 960	 1	 B	
2254	 680	 5	 D	 680	 958	 3	 S	 
2255	 845	 2	 P	 845	 845	 117	 A	 
2256	 961	 1	 C	 961	 961	 1	 B	
2257	 957	 1	 D	 957	 959	 3	 S	 
2258	 897	 3	 D	 897	 961	 2	 S	 
2259	 845	 2	 C	 845	 962	 1	 A	
2260	 962	 1	 C	 962	 962	 1	 B	
2261	 961	 1	 D	 961	 962	 2	 S	 
2262	 963	 1	 C	 963	 963	 1	 A	
2263	 900	 3	 A	 900	 900	 65	 B	
2264	 845	 2	 D	 845	 963	 2	 S	 
2265	 962	 1	 D	 962	 963	 3	 S	 
2266	 900	 3	 C	 900	 965	 1	 B	
2267	 846	 2	 P	 846	 846	 121	 A	 
2268	 963	 1	 D	 963	 964	 3	 S	 
2269	 900	 3	 D	 900	 966	 2	 S	 
2270	 846	 2	 C	 846	 967	 1	 A	
2271	 906	 3	 A	 906	 906	 62	 B	
2272	 846	 2	 D	 846	 968	 1	 S	 
2273	 967	 1	 C	 967	 967	 2	 A	
2274	 906	 3	 C	 906	 968	 1	 B	
2275	 967	 1	 D	 967	 969	 1	 S	 
2276	 968	 1	 C	 968	 968	 2	 A	
2277	 908	 3	 A	 908	 908	 63	 B	
2278	 906	 3	 D	 906	 969	 2	 S	 
2279	 970	 1	 C	 970	 970	 1	 A	
2280	 968	 1	 D	 968	 970	 2	 S	 
2281	 908	 3	 C	 908	 971	 1	 B	
2282	 971	 1	 C	 971	 971	 1	 A	
2283	 970	 1	 D	 970	 971	 2	 S	 
2284	 972	 1	 C	 972	 972	 1	 B	
2285	 908	 3	 D	 908	 972	 2	 S	 
2286	 973	 1	 C	 973	 973	 1	 B	
2287	 848	 2	 P	 848	 848	 127	 A	 
2288	 971	 1	 D	 971	 972	 3	 S	 
2289	 974	 1	 C	 974	 974	 1	 B	
2290	 972	 1	 D	 972	 973	 3	 S	 
2291	 848	 2	 C	 848	 975	 1	 A	
2292	 973	 1	 D	 973	 974	 3	 S	 
2293	 976	 1	 C	 976	 976	 1	 A	
2294	 912	 3	 A	 912	 912	 65	 B	
2295	 974	 1	 D	 974	 975	 3	 S	 
2296	 977	 1	 C	 977	 977	 1	 A	
2297	 912	 3	 C	 912	 977	 1	 B	
2298	 848	 2	 D	 848	 976	 3	 S	 
2299	 978	 1	 C	 978	 978	 1	 A	
2300	 976	 1	 D	 976	 977	 3	 S	 
2301	 979	 1	 C	 979	 979	 1	 A	
2302	 913	 3	 A	 913	 913	 67	 B	
2303	 977	 1	 D	 977	 978	 3	 S	 
2304	 980	 1	 C	 980	 980	 1	 A	
2305	 913	 3	 C	 913	 980	 1	 B	
2306	 912	 3	 D	 912	 978	 4	 S	 
2307	 978	 1	 D	 978	 979	 4	 S	 
2308	 915	 3	 A	 915	 915	 68	 B	
2309	 979	 1	 D	 979	 980	 4	 S	 
2310	 854	 2	 P	 854	 854	 130	 A	 
2311	 982	 1	 C	 982	 982	 2	 B	
2312	 980	 1	 D	 980	 981	 4	 S	 
2313	 983	 1	 C	 983	 983	 2	 A	
2314	 915	 3	 C	 915	 983	 2	 B	
2315	 913	 3	 D	 913	 981	 5	 S	 
2316	 854	 2	 C	 854	 984	 2	 A	
2317	 982	 1	 D	 982	 984	 3	 S	 
2318	 928	 3	 A	 928	 928	 59	 B	
2319	 983	 1	 D	 983	 985	 3	 S	 
2320	 928	 3	 C	 928	 987	 1	 B	
2321	 859	 2	 P	 859	 859	 130	 A	 
2322	 915	 3	 D	 915	 985	 4	 S	 
2323	 854	 2	 D	 854	 986	 4	 S	 
2324	 859	 2	 C	 859	 989	 1	 A	
2325	 937	 5	 A	 937	 937	 53	 B	
2326	 928	 3	 D	 928	 988	 3	 S	 
2327	 989	 1	 C	 989	 989	 2	 A	
2328	 859	 2	 D	 859	 990	 2	 S	 
2329	 938	 3	 A	 938	 938	 54	 B	
2330	 989	 1	 D	 989	 991	 2	 S	 
2331	 938	 3	 C	 938	 992	 1	 B	
2332	 861	 4	 P	 861	 861	 133	 A	 
2333	 701	 5	 Q	 701	 701	 293	 S	
2334	 938	 3	 D	 938	 993	 2	 S	 
2335	 939	 3	 A	 939	 939	 56	 B	
2336	 708	 5	 Q	 708	 708	 288	 S	
2337	 994	 1	 C	 994	 994	 2	 B	
2338	 862	 2	 P	 862	 862	 135	 A	 
2339	 710	 5	 Q	 710	 710	 287	 S	
2340	 701	 5	 C	 701	 994	 3	 B	
2341	 939	 3	 C	 939	 995	 3	 A	
2342	 994	 1	 D	 994	 996	 2	 S	 
2343	 708	 5	 C	 708	 996	 2	 B	
2344	 862	 2	 C	 862	 997	 2	 A	
2345	 701	 5	 D	 701	 997	 2	 S	 
2346	 710	 5	 C	 710	 997	 2	 B	
2347	 939	 3	 D	 939	 998	 2	 S	 
2348	 943	 3	 A	 943	 943	 58	 B	
2349	 708	 5	 D	 708	 998	 3	 S	 
2350	 864	 4	 P	 864	 864	 138	 A	 
2351	 1000	 1	 C	 1000	 1000	 2	 B	
2352	 862	 2	 D	 862	 999	 3	 S	 
2353	 943	 3	 C	 943	 1001	 2	 A	
2354	 710	 5	 D	 710	 999	 4	 S	 
2355	 948	 3	 A	 948	 948	 56	 B	
2356	 1000	 1	 D	 1000	 1002	 2	 S	 
2357	 1004	 1	 C	 1004	 1004	 1	 B	
2358	 943	 3	 D	 943	 1003	 2	 S	 
2359	 869	 2	 P	 869	 869	 137	 A	 
2360	 948	 3	 C	 948	 1004	 2	 B	
2361	 1004	 1	 D	 1004	 1005	 1	 S	 
2362	 869	 2	 C	 869	 1006	 1	 A	
2363	 1006	 1	 C	 1006	 1006	 1	 B	
2364	 948	 3	 D	 948	 1006	 1	 S	 
2365	 869	 2	 D	 869	 1007	 1	 S	 
2366	 952	 3	 A	 952	 952	 57	 B	
2367	 1006	 1	 D	 1006	 1007	 2	 S	 
2368	 873	 2	 P	 873	 873	 137	 A	 
2369	 1009	 1	 C	 1009	 1009	 1	 B	
2370	 711	 4	 Q	 711	 711	 299	 S	
2371	 952	 3	 C	 952	 1009	 2	 A	
2372	 873	 2	 C	 873	 1010	 1	 B	
2373	 1009	 1	 D	 1009	 1010	 1	 S	 
2374	 1010	 1	 C	 1010	 1010	 2	 A	
2375	 711	 4	 C	 711	 1010	 2	 B	
2376	 952	 3	 D	 952	 1011	 1	 S	 
2377	 1011	 1	 C	 1011	 1011	 2	 A	
2378	 873	 2	 D	 873	 1011	 2	 S	 
2379	 954	 3	 A	 954	 954	 60	 B	
2380	 1010	 1	 D	 1010	 1012	 2	 S	 
2381	 1014	 1	 C	 1014	 1014	 1	 B	
2382	 711	 4	 D	 711	 1012	 3	 S	 
2383	 879	 2	 P	 879	 879	 137	 A	 
2384	 954	 3	 C	 954	 1014	 2	 B	
2385	 1011	 1	 D	 1011	 1013	 3	 S	 
2386	 1015	 1	 C	 1015	 1015	 2	 A	
2387	 879	 2	 C	 879	 1016	 1	 B	
2388	 1014	 1	 D	 1014	 1015	 2	 S	 
2389	 954	 3	 D	 954	 1016	 2	 S	 
2390	 959	 5	 A	 959	 959	 60	 B	
2391	 1015	 1	 D	 1015	 1017	 2	 S	 
2392	 883	 2	 P	 883	 883	 137	 A	 
2393	 1019	 1	 C	 1019	 1019	 1	 B	
2394	 879	 2	 D	 879	 1017	 3	 S	 
2395	 883	 2	 C	 883	 1020	 1	 A	
2396	 1020	 1	 C	 1020	 1020	 1	 B	
2397	 1019	 1	 D	 1019	 1020	 1	 S	 
2398	 883	 2	 D	 883	 1021	 1	 S	 
2399	 960	 3	 A	 960	 960	 63	 B	
2400	 1020	 1	 D	 1020	 1021	 2	 S	 
2401	 885	 4	 P	 885	 885	 139	 A	 
2402	 1022	 1	 C	 1022	 1022	 2	 B	
2403	 716	 5	 Q	 716	 716	 308	 S	
2404	 960	 3	 C	 960	 1023	 2	 A	
2405	 1024	 1	 C	 1024	 1024	 1	 B	
2406	 1022	 1	 D	 1022	 1024	 1	 S	 
2407	 716	 5	 C	 716	 1024	 2	 A	
2408	 960	 3	 D	 960	 1025	 1	 S	 
2409	 964	 3	 A	 964	 964	 63	 B	
2410	 1024	 1	 D	 1024	 1025	 2	 S	 
2411	 1027	 1	 C	 1027	 1027	 1	 B	
2412	 716	 5	 D	 716	 1026	 2	 S	 
2413	 890	 4	 P	 890	 890	 139	 A	 
2414	 964	 3	 C	 964	 1027	 2	 B	
2415	 1027	 1	 D	 1027	 1028	 1	 S	 
2416	 964	 3	 D	 964	 1029	 1	 S	 
2417	 966	 3	 A	 966	 966	 65	 B	
2418	 722	 4	 Q	 722	 722	 309	 S	
2419	 891	 2	 P	 891	 891	 141	 A	 
2420	 1031	 1	 C	 1031	 1031	 1	 B	
2421	 739	 4	 Q	 739	 739	 293	 S	
2422	 966	 3	 C	 966	 1031	 2	 A	
2423	 722	 4	 C	 722	 1031	 2	 B	
2424	 1031	 1	 D	 1031	 1032	 1	 S	 
2425	 891	 2	 C	 891	 1032	 2	 A	
2426	 739	 4	 C	 739	 1032	 2	 B	
2427	 966	 3	 D	 966	 1033	 1	 S	 
2428	 1034	 1	 C	 1034	 1034	 1	 B	
2429	 722	 4	 D	 722	 1033	 2	 S	 
2430	 1035	 1	 C	 1035	 1035	 1	 B	
2431	 891	 2	 D	 891	 1034	 2	 S	 
2432	 892	 2	 P	 892	 892	 145	 A	 
2433	 1036	 1	 C	 1036	 1036	 1	 B	
2434	 739	 4	 D	 739	 1034	 3	 S	 
2435	 892	 2	 C	 892	 1037	 1	 A	
2436	 1034	 1	 D	 1034	 1035	 3	 S	 
2437	 984	 3	 A	 984	 984	 55	 B	
2438	 1035	 1	 D	 1035	 1036	 3	 S	 
2439	 984	 3	 C	 984	 1039	 1	 B	
2440	 1036	 1	 D	 1036	 1037	 3	 S	 
2441	 901	 2	 P	 901	 901	 140	 A	 
2442	 1040	 1	 C	 1040	 1040	 1	 B	
2443	 892	 2	 D	 892	 1038	 3	 S	 
2444	 901	 2	 C	 901	 1041	 1	 A	
2445	 984	 3	 D	 984	 1040	 2	 S	 
2446	 985	 5	 A	 985	 985	 58	 B	
2447	 1040	 1	 D	 1040	 1041	 2	 S	 
2448	 1043	 1	 C	 1043	 1043	 1	 B	
2449	 901	 2	 D	 901	 1042	 2	 S	 
2450	 903	 2	 P	 903	 903	 142	 A	 
2451	 1044	 1	 C	 1044	 1044	 1	 B	
2452	 1043	 1	 D	 1043	 1044	 1	 S	 
2453	 903	 2	 C	 903	 1045	 1	 A	
2454	 1045	 1	 C	 1045	 1045	 1	 B	
2455	 1044	 1	 D	 1044	 1045	 1	 S	 
2456	 903	 2	 D	 903	 1046	 1	 S	 
2457	 990	 3	 A	 990	 990	 58	 B	
2458	 1045	 1	 D	 1045	 1046	 2	 S	 
2459	 910	 2	 P	 910	 910	 139	 A	 
2460	 1047	 1	 C	 1047	 1047	 2	 B	
2461	 747	 5	 Q	 747	 747	 302	 S	
2462	 990	 3	 C	 990	 1048	 2	 A	
2463	 910	 2	 C	 910	 1049	 1	 B	
2464	 1047	 1	 D	 1047	 1049	 1	 S	 
2465	 747	 5	 C	 747	 1049	 2	 A	
2466	 990	 3	 D	 990	 1050	 1	 S	 
2467	 992	 5	 A	 992	 992	 60	 B	
2468	 910	 2	 D	 910	 1050	 2	 S	 
2469	 1051	 1	 C	 1051	 1051	 2	 B	
2470	 747	 5	 D	 747	 1051	 2	 S	 
2471	 914	 2	 P	 914	 914	 140	 A	 
2472	 1052	 1	 C	 1052	 1052	 2	 B	
2473	 1051	 1	 D	 1051	 1053	 1	 S	 
2474	 1053	 1	 C	 1053	 1053	 2	 A	
2475	 914	 2	 C	 914	 1054	 1	 B	
2476	 1052	 1	 D	 1052	 1054	 1	 S	 
2477	 1053	 1	 D	 1053	 1055	 1	 S	 
2478	 996	 3	 A	 996	 996	 61	 B	
2479	 914	 2	 D	 914	 1055	 2	 S	 
2480	 916	 2	 P	 916	 916	 142	 A	 
2481	 1056	 1	 C	 1056	 1056	 2	 B	
2482	 752	 4	 Q	 752	 752	 306	 S	
2483	 1057	 1	 C	 1057	 1057	 2	 A	
2484	 996	 3	 C	 996	 1057	 2	 B	
2485	 1056	 1	 D	 1056	 1058	 1	 S	 
2486	 916	 2	 C	 916	 1058	 2	 A	
2487	 1058	 1	 C	 1058	 1058	 2	 B	
2488	 1057	 1	 D	 1057	 1059	 1	 S	 
2489	 752	 4	 C	 752	 1058	 3	 A	
2490	 1059	 1	 C	 1059	 1059	 2	 B	
2491	 996	 3	 D	 996	 1059	 2	 S	 
2492	 1060	 1	 C	 1060	 1060	 2	 A	
2493	 1061	 1	 C	 1061	 1061	 1	 B	
2494	 916	 2	 D	 916	 1060	 2	 S	 
2495	 1062	 1	 C	 1062	 1062	 1	 B	
2496	 1058	 1	 D	 1058	 1060	 3	 S	 
2497	 752	 4	 D	 752	 1061	 3	 S	 
2498	 917	 4	 P	 917	 917	 148	 A	 
2499	 997	 3	 A	 997	 997	 68	 B	
2500	 1059	 1	 D	 1059	 1061	 4	 S	 
2501	 1064	 1	 C	 1064	 1064	 2	 A	
2502	 997	 3	 C	 997	 1065	 1	 B	
2503	 1060	 1	 D	 1060	 1062	 4	 S	 
2504	 1066	 1	 C	 1066	 1066	 1	 B	
2505	 1061	 1	 D	 1061	 1062	 5	 S	 
2506	 1062	 1	 D	 1062	 1063	 5	 S	 
2507	 919	 4	 P	 919	 919	 150	 A	 
2508	 999	 3	 A	 999	 999	 70	 B	
2509	 1064	 1	 D	 1064	 1066	 3	 S	 
2510	 999	 3	 C	 999	 1069	 1	 B	
2511	 997	 3	 D	 997	 1066	 4	 S	 
2512	 1070	 1	 C	 1070	 1070	 1	 B	
2513	 1066	 1	 D	 1066	 1067	 4	 S	 
2514	 920	 2	 P	 920	 920	 152	 A	 
2515	 999	 3	 D	 999	 1070	 2	 S	 
2516	 920	 2	 C	 920	 1072	 1	 A	
2517	 1005	 3	 A	 1005	 1005	 68	 B	
2518	 1070	 1	 D	 1070	 1071	 2	 S	 
2519	 1005	 3	 C	 1005	 1073	 1	 B	
2520	 920	 2	 D	 920	 1073	 1	 S	 
2521	 1005	 3	 D	 1005	 1074	 1	 S	 
2522	 922	 2	 P	 922	 922	 154	 A	 
2523	 1012	 5	 A	 1012	 1012	 64	 B	
2524	 761	 5	 Q	 761	 761	 315	 S	
2525	 1075	 1	 C	 1075	 1075	 2	 A	
2526	 922	 2	 C	 922	 1076	 1	 B	
2527	 762	 4	 Q	 762	 762	 315	 S	
2528	 761	 5	 C	 761	 1076	 2	 A	
2529	 1077	 1	 C	 1077	 1077	 1	 B	
2530	 1075	 1	 D	 1075	 1077	 1	 S	 
2531	 762	 4	 C	 762	 1077	 2	 A	
2532	 922	 2	 D	 922	 1077	 2	 S	 
2533	 1018	 3	 A	 1018	 1018	 62	 B	
2534	 761	 5	 D	 761	 1078	 2	 S	 
2535	 1079	 1	 C	 1079	 1079	 2	 B	
2536	 1077	 1	 D	 1077	 1078	 3	 S	 
2537	 931	 2	 P	 931	 931	 151	 A	 
2538	 1018	 3	 C	 1018	 1080	 2	 B	
2539	 762	 4	 D	 762	 1079	 3	 S	 
2540	 1080	 1	 C	 1080	 1080	 3	 A	
2541	 1081	 1	 C	 1081	 1081	 2	 B	
2542	 1079	 1	 D	 1079	 1081	 2	 S	 
2543	 931	 2	 C	 931	 1082	 2	 A	
2544	 1083	 1	 C	 1083	 1083	 1	 B	
2545	 1018	 3	 D	 1018	 1082	 2	 S	 
2546	 1084	 1	 C	 1084	 1084	 1	 B	
2547	 1080	 1	 D	 1080	 1083	 2	 S	 
2548	 1081	 1	 D	 1081	 1083	 3	 S	 
2549	 933	 2	 P	 933	 933	 154	 A	 
2550	 1025	 5	 A	 1025	 1025	 62	 B	
2551	 931	 2	 D	 931	 1084	 3	 S	 
2552	 1086	 1	 C	 1086	 1086	 2	 A	
2553	 933	 2	 C	 933	 1087	 1	 B	
2554	 1083	 1	 D	 1083	 1084	 4	 S	 
2555	 1087	 1	 C	 1087	 1087	 2	 A	
2556	 1084	 1	 D	 1084	 1085	 4	 S	 
2557	 1026	 5	 A	 1026	 1026	 64	 B	
2558	 1086	 1	 D	 1086	 1088	 2	 S	 
2559	 1089	 1	 C	 1089	 1089	 2	 B	
2560	 933	 2	 D	 933	 1088	 3	 S	 
2561	 934	 4	 P	 934	 934	 158	 A	 
2562	 1087	 1	 D	 1087	 1089	 3	 S	 
2563	 1028	 3	 A	 1028	 1028	 65	 B	
2564	 1089	 1	 D	 1089	 1091	 2	 S	 
2565	 1028	 3	 C	 1028	 1093	 1	 B	
2566	 816	 5	 Q	 816	 816	 278	 S	
2567	 935	 2	 P	 935	 935	 160	 A	 
2568	 1094	 1	 C	 1094	 1094	 1	 B	
2569	 1028	 3	 D	 1028	 1094	 1	 S	 
2570	 816	 5	 C	 816	 1094	 2	 A	
2571	 935	 2	 C	 935	 1095	 1	 B	
2572	 1094	 1	 D	 1094	 1095	 1	 S	 
2573	 1095	 1	 C	 1095	 1095	 2	 A	
2574	 1096	 1	 C	 1096	 1096	 1	 B	
2575	 816	 5	 D	 816	 1096	 1	 S	 
2576	 1097	 1	 C	 1097	 1097	 1	 B	
2577	 935	 2	 D	 935	 1096	 2	 S	 
2578	 1095	 1	 D	 1095	 1097	 2	 S	 
2579	 940	 2	 P	 940	 940	 160	 A	 
2580	 1029	 3	 A	 1029	 1029	 71	 B	
2581	 1096	 1	 D	 1096	 1097	 3	 S	 
2582	 1099	 1	 C	 1099	 1099	 2	 A	
2583	 940	 2	 C	 940	 1100	 1	 B	
2584	 1097	 1	 D	 1097	 1098	 3	 S	 
2585	 1029	 3	 C	 1029	 1100	 2	 A	
2586	 1099	 1	 D	 1099	 1101	 1	 S	 
2587	 1030	 3	 A	 1030	 1030	 73	 B	
2588	 940	 2	 D	 940	 1101	 2	 S	 
2589	 1030	 3	 C	 1030	 1103	 1	 B	
2590	 1029	 3	 D	 1029	 1102	 2	 S	 
2591	 941	 2	 P	 941	 941	 164	 A	 
2592	 1104	 1	 C	 1104	 1104	 1	 B	
2593	 1030	 3	 D	 1030	 1104	 1	 S	 
2594	 941	 2	 C	 941	 1105	 1	 A	
2595	 1105	 1	 C	 1105	 1105	 1	 B	
2596	 1104	 1	 D	 1104	 1105	 1	 S	 
2597	 941	 2	 D	 941	 1106	 1	 S	 
2598	 1032	 3	 A	 1032	 1032	 76	 B	
2599	 1105	 1	 D	 1105	 1106	 2	 S	 
2600	 942	 2	 P	 942	 942	 167	 A	 
2601	 1107	 1	 C	 1107	 1107	 2	 B	
2602	 817	 5	 Q	 817	 817	 292	 S	
2603	 1032	 3	 C	 1032	 1108	 2	 A	
2604	 1108	 1	 C	 1108	 1108	 2	 B	
2605	 1107	 1	 D	 1107	 1109	 1	 S	 
2606	 942	 2	 C	 942	 1109	 2	 A	
2607	 817	 5	 C	 817	 1109	 2	 B	
2608	 1032	 3	 D	 1032	 1110	 1	 S	 
2609	 1110	 1	 C	 1110	 1110	 2	 A	
2610	 1108	 1	 D	 1108	 1110	 2	 S	 
2611	 1038	 3	 A	 1038	 1038	 75	 B	
2612	 942	 2	 D	 942	 1111	 2	 S	 
2613	 1038	 3	 C	 1038	 1113	 1	 B	
2614	 817	 5	 D	 817	 1111	 3	 S	 
2615	 946	 2	 P	 946	 946	 169	 A	 
2616	 1110	 1	 D	 1110	 1112	 3	 S	 
2617	 946	 2	 C	 946	 1115	 1	 A	
2618	 1041	 3	 A	 1041	 1041	 75	 B	
2619	 1038	 3	 D	 1038	 1114	 2	 S	 
2620	 1115	 1	 C	 1115	 1115	 2	 A	
2621	 1041	 3	 C	 1041	 1116	 1	 B	
2622	 946	 2	 D	 946	 1116	 1	 S	 
2623	 1115	 1	 D	 1115	 1117	 1	 S	 
2624	 1042	 5	 A	 1042	 1042	 77	 B	
2625	 1041	 3	 D	 1041	 1117	 2	 S	 
2626	 949	 2	 P	 949	 949	 171	 A	 
2627	 1118	 1	 C	 1118	 1118	 2	 B	
2628	 835	 4	 Q	 835	 835	 285	 S	
2629	 949	 2	 C	 949	 1120	 1	 A	
2630	 1118	 1	 D	 1118	 1120	 1	 S	 
2631	 835	 4	 C	 835	 1120	 2	 A	
2632	 1046	 5	 A	 1046	 1046	 76	 B	
2633	 949	 2	 D	 949	 1121	 1	 S	 
2634	 835	 4	 D	 835	 1122	 1	 S	 
2635	 1050	 3	 A	 1050	 1050	 74	 B	
2636	 838	 4	 Q	 838	 838	 286	 S	
2637	 953	 2	 P	 953	 953	 172	 A	 
2638	 1123	 1	 C	 1123	 1123	 2	 B	
2639	 851	 5	 Q	 851	 851	 274	 S	
2640	 1050	 3	 C	 1050	 1124	 2	 A	
2641	 1124	 1	 C	 1124	 1124	 2	 B	
2642	 1123	 1	 D	 1123	 1125	 1	 S	 
2643	 838	 4	 C	 838	 1124	 3	 A	
2644	 953	 2	 C	 953	 1125	 2	 B	
2645	 1050	 3	 D	 1050	 1126	 1	 S	 
2646	 1125	 1	 C	 1125	 1125	 3	 A	
2647	 851	 5	 C	 851	 1125	 3	 B	
2648	 1124	 1	 D	 1124	 1126	 2	 S	 
2649	 1126	 1	 C	 1126	 1126	 3	 A	
2650	 1128	 1	 C	 1128	 1128	 1	 B	
2651	 838	 4	 D	 838	 1127	 2	 S	 
2652	 953	 2	 D	 953	 1127	 3	 S	 
2653	 1054	 3	 A	 1054	 1054	 77	 B	
2654	 1125	 1	 D	 1125	 1128	 3	 S	 
2655	 958	 2	 P	 958	 958	 174	 A	 
2656	 1130	 1	 C	 1130	 1130	 2	 B	
2657	 851	 5	 D	 851	 1128	 4	 S	 
2658	 1054	 3	 C	 1054	 1131	 2	 A	
2659	 958	 2	 C	 958	 1132	 1	 B	
2660	 1126	 1	 D	 1126	 1129	 4	 S	 
2661	 1128	 1	 D	 1128	 1129	 5	 S	 
2662	 1055	 5	 A	 1055	 1055	 80	 B	
2663	 1130	 1	 D	 1130	 1132	 3	 S	 
2664	 965	 2	 P	 965	 965	 171	 A	 
2665	 1134	 1	 C	 1134	 1134	 2	 B	
2666	 1054	 3	 D	 1054	 1133	 3	 S	 
2667	 965	 2	 C	 965	 1136	 1	 A	
2668	 1136	 1	 C	 1136	 1136	 1	 B	
2669	 958	 2	 D	 958	 1133	 4	 S	 
2670	 1134	 1	 D	 1134	 1136	 2	 S	 
2671	 1063	 3	 A	 1063	 1063	 76	 B	
2672	 965	 2	 D	 965	 1137	 2	 S	 
2673	 969	 4	 P	 969	 969	 171	 A	 
2674	 1138	 1	 C	 1138	 1138	 2	 B	
2675	 1136	 1	 D	 1136	 1137	 3	 S	 
2676	 1063	 3	 C	 1063	 1139	 2	 A	
2677	 1138	 1	 D	 1138	 1140	 1	 S	 
2678	 1068	 3	 A	 1068	 1068	 74	 B	
2679	 1063	 3	 D	 1063	 1141	 1	 S	 
2680	 1141	 1	 C	 1141	 1141	 2	 B	
2681	 861	 4	 Q	 861	 861	 282	 S	
2682	 975	 2	 P	 975	 975	 169	 A	 
2683	 1068	 3	 C	 1068	 1142	 2	 B	
2684	 1141	 1	 D	 1141	 1143	 1	 S	 
2685	 1142	 1	 C	 1142	 1142	 3	 A	
2686	 1143	 1	 C	 1143	 1143	 2	 B	
2687	 1068	 3	 D	 1068	 1144	 1	 S	 
2688	 975	 2	 C	 975	 1144	 2	 B	
2689	 861	 4	 C	 861	 1143	 3	 A	
2690	 1142	 1	 D	 1142	 1145	 1	 S	 
2691	 1146	 1	 C	 1146	 1146	 1	 B	
2692	 1143	 1	 D	 1143	 1145	 2	 S	 
2693	 975	 2	 D	 975	 1146	 2	 S	 
2694	 981	 2	 P	 981	 981	 168	 A	 
2695	 1069	 3	 A	 1069	 1069	 80	 B	
2696	 861	 4	 D	 861	 1146	 3	 S	 
2697	 1148	 1	 C	 1148	 1148	 2	 A	
2698	 981	 2	 C	 981	 1149	 1	 B	
2699	 1146	 1	 D	 1146	 1147	 3	 S	 
2700	 1149	 1	 C	 1149	 1149	 2	 B	
2701	 1069	 3	 C	 1069	 1149	 2	 A	
2702	 1148	 1	 D	 1148	 1150	 1	 S	 
2703	 1150	 1	 C	 1150	 1150	 2	 B	
2704	 981	 2	 D	 981	 1150	 2	 S	 
2705	 1149	 1	 D	 1149	 1151	 2	 S	 
2706	 986	 2	 P	 986	 986	 168	 A	 
2707	 1071	 3	 A	 1071	 1071	 83	 B	
2708	 1069	 3	 D	 1069	 1151	 3	 S	 
2709	 986	 2	 C	 986	 1154	 1	 A	
2710	 1071	 3	 C	 1071	 1154	 1	 B	
2711	 1150	 1	 D	 1150	 1152	 3	 S	 
2712	 986	 2	 D	 986	 1155	 1	 S	 
2713	 1072	 3	 A	 1072	 1072	 85	 B	
2714	 1071	 3	 D	 1071	 1155	 2	 S	 
2715	 987	 4	 P	 987	 987	 171	 A	 
2716	 1156	 1	 C	 1156	 1156	 2	 B	
2717	 864	 4	 Q	 864	 864	 294	 S	
2718	 1072	 3	 C	 1072	 1157	 2	 A	
2719	 1158	 1	 C	 1158	 1158	 1	 B	
2720	 1156	 1	 D	 1156	 1158	 1	 S	 
2721	 864	 4	 C	 864	 1158	 2	 A	
2722	 1072	 3	 D	 1072	 1159	 1	 S	 
2723	 1078	 3	 A	 1078	 1078	 83	 B	
2724	 1158	 1	 D	 1158	 1159	 2	 S	 
2725	 1078	 3	 C	 1078	 1161	 1	 B	
2726	 864	 4	 D	 864	 1160	 2	 S	 
2727	 1161	 1	 C	 1161	 1161	 2	 B	
2728	 988	 2	 P	 988	 988	 175	 A	 
2729	 1078	 3	 D	 1078	 1162	 1	 S	 
2730	 988	 2	 C	 988	 1163	 1	 A	
2731	 1163	 1	 C	 1163	 1163	 1	 B	
2732	 1161	 1	 D	 1161	 1163	 1	 S	 
2733	 1164	 1	 C	 1164	 1164	 1	 A	
2734	 988	 2	 D	 988	 1164	 1	 S	 
2735	 1092	 3	 A	 1092	 1092	 74	 B	
2736	 1165	 1	 C	 1165	 1165	 1	 A	
2737	 1163	 1	 D	 1163	 1164	 2	 S	 
2738	 1092	 3	 C	 1092	 1166	 1	 B	
2739	 1166	 1	 C	 1166	 1166	 1	 A	
2740	 1164	 1	 D	 1164	 1165	 2	 S	 
2741	 1165	 1	 D	 1165	 1166	 2	 S	 
